1,E,Supply Demand
7,E,Stock View
3,E,Storage Cost
6,E,Supply Demand Not Only Stock
5,E,Damaged
4,E,Idle Rate
2,E,KPI Report
8,E,Supply Demand_RC
14,E,Stock View_RC
10,E,Storage Cost_RC
13,E,Supply Demand Not Only Stock_RC
12,E,Damaged_RC
11,E,Idle Rate_RC
9,E,KPI Report_RC
