1,Supply Demand,,,3,::pipeline
3,Storage Cost,2,,3,::kpi
6,Supply Demand Not Only Stock,1,,3,::pipeline
7,Stock View,1,,3,::pipeline
5,Damaged,2,,3,::kpi
2,KPI Report,,,3,::kpi
4,Idle Rate,2,,3,::kpi
