1,E,Booking View
2,E,Resource Visibility
98,E,Booking View
99,E,Resource Visibility
1,1,Booking View
2,1,Resource Visibility
98,1,Booking View
99,1,Resource Visibility
103,E,Pickup
104,E,Return
