1,BOOKING_VIEW,CN
2,RESOURCE_VISIBILITY,CN
98,BOOKING_VIEW,RC
99,RESOURCE_VISIBILITY,RC
103,PICKUP_EXT,CN
104,RETURN_EXT,CN
