1,E,Manual Repositioning
2,E,Proposed Repositioning
3,E,Manual On-Hire
4,E,Proposed On-Hire
5,E,Manual Maintenance and Repair
6,E,Proposed Maintenance and Repair
7,E,Manual Off-Hire
8,E,Proposed Off-Hire
9,E,Manual Planned Repositioning
10,E,Proposed Planned Repositioning
11,E,Load and Discharge
